Movie_Title,Length,Content_Rating,Trailer
Deadpool,PT1h48m,18A,https://www.youtube.com/results?search_query=Deadpool
How To Be Single,PT1h50m,14A,https://www.youtube.com/results?search_query=How To Be Single
Kung Fu Panda 3,PT1h35m,PG,https://www.youtube.com/results?search_query=Kung Fu Panda 3
Star Wars: The Force Awakens,PT2h16m,PG,https://www.youtube.com/results?search_query=Star Wars: The Force Awakens
"Hail, Caesar!",PT1h46m,PG,"https://www.youtube.com/results?search_query=Hail, Caesar!"
The Revenant,PT2h37m,14A,https://www.youtube.com/results?search_query=The Revenant
The Witch,PT1h33m,14A,https://www.youtube.com/results?search_query=The Witch
Zoolander 2,PT1h42m,PG,https://www.youtube.com/results?search_query=Zoolander 2
,,,https://www.youtube.com/results?search_query=
Movies,Show Time,,
Deadpool,3:40 PM,,
Deadpool,5:10 PM,,
Deadpool,6:30 PM,,
Deadpool,8:00 PM,,
Deadpool,9:20 PM,,
Deadpool,10:50 PM,,
Deadpool,12:00 PM,,
Deadpool,2:40 PM,,
Deadpool,5:25 PM,,
Deadpool,8:00 PM,,
Deadpool,10:40 PM,,
Deadpool,12:00 PM,,
Deadpool,2:40 PM,,
Deadpool,5:25 PM,,
Deadpool,8:00 PM,,
Deadpool,10:40 PM,,
Deadpool,2:00 PM,,
Deadpool,4:40 PM,,
Deadpool,7:20 PM,,
Deadpool,10:00 PM,,
How-To-Be-Single,4:30 PM,,
How-To-Be-Single,7:15 PM,,
How-To-Be-Single,10:20 PM,,
How-To-Be-Single,11:50 AM,,
How-To-Be-Single,2:30 PM,,
How-To-Be-Single,5:05 PM,,
How-To-Be-Single,7:50 PM,,
How-To-Be-Single,10:30 PM,,
Kung-Fu-Panda-3,11:55 AM,,
Kung-Fu-Panda-3,2:15 PM,,
Kung-Fu-Panda-3,7:30 PM,,
Kung-Fu-Panda-3,9:50 PM,,
Kung-Fu-Panda-3,4:50 PM,,
Star-Wars--The-Force-Awakens,3:50 PM,,
Star-Wars--The-Force-Awakens,10:10 PM,,
Star-Wars--The-Force-Awakens,12:50 PM,,
Star-Wars--The-Force-Awakens,7:10 PM,,
"Hail,-Caesar!",3:40 PM,,
"Hail,-Caesar!",5:10 PM,,
"Hail,-Caesar!",6:30 PM,,
"Hail,-Caesar!",8:00 PM,,
"Hail,-Caesar!",9:20 PM,,
"Hail,-Caesar!",10:50 PM,,
"Hail,-Caesar!",12:00 PM,,
"Hail,-Caesar!",2:40 PM,,
"Hail,-Caesar!",5:25 PM,,
"Hail,-Caesar!",8:00 PM,,
"Hail,-Caesar!",10:40 PM,,
"Hail,-Caesar!",12:00 PM,,
"Hail,-Caesar!",2:40 PM,,
"Hail,-Caesar!",5:25 PM,,
"Hail,-Caesar!",8:00 PM,,
"Hail,-Caesar!",10:40 PM,,
"Hail,-Caesar!",2:00 PM,,
"Hail,-Caesar!",4:40 PM,,
"Hail,-Caesar!",7:20 PM,,
"Hail,-Caesar!",10:00 PM,,
"Hail,-Caesar!",4:30 PM,,
"Hail,-Caesar!",7:15 PM,,
"Hail,-Caesar!",10:20 PM,,
"Hail,-Caesar!",11:50 AM,,
"Hail,-Caesar!",2:30 PM,,
"Hail,-Caesar!",5:05 PM,,
"Hail,-Caesar!",7:50 PM,,
"Hail,-Caesar!",10:30 PM,,
"Hail,-Caesar!",11:55 AM,,
"Hail,-Caesar!",2:15 PM,,
"Hail,-Caesar!",7:30 PM,,
"Hail,-Caesar!",9:50 PM,,
"Hail,-Caesar!",4:50 PM,,
"Hail,-Caesar!",3:50 PM,,
"Hail,-Caesar!",10:10 PM,,
"Hail,-Caesar!",12:50 PM,,
"Hail,-Caesar!",7:10 PM,,
"Hail,-Caesar!",12:40 PM,,
"Hail,-Caesar!",3:20 PM,,
"Hail,-Caesar!",7:00 PM,,
"Hail,-Caesar!",9:40 PM,,
"Hail,-Caesar!",12:05 PM,,
"Hail,-Caesar!",3:30 PM,,
"Hail,-Caesar!",6:50 PM,,
"Hail,-Caesar!",10:20 PM,,
"Hail,-Caesar!",12:20 PM,,
"Hail,-Caesar!",2:50 PM,,
"Hail,-Caesar!",5:15 PM,,
"Hail,-Caesar!",7:45 PM,,
"Hail,-Caesar!",10:15 PM,,
"Hail,-Caesar!",12:30 PM,,
"Hail,-Caesar!",3:05 PM,,
"Hail,-Caesar!",5:40 PM,,
"Hail,-Caesar!",8:15 PM,,
"Hail,-Caesar!",10:50 PM,,
The-Witch,12:20 PM,,
The-Witch,2:50 PM,,
The-Witch,5:15 PM,,
The-Witch,7:45 PM,,
The-Witch,10:15 PM,,
Zoolander-2,12:30 PM,,
Zoolander-2,3:05 PM,,
Zoolander-2,5:40 PM,,
Zoolander-2,8:15 PM,,
Zoolander-2,10:50 PM,,
,,,
Box Office,Rating On rottentomatoes,Amount,
 Deadpool,84%, $132.4M,
 Kung Fu Panda 3,82%, $19.8M,
 How To Be Single,46%, $17.9M,
 Zoolander 2,23%, $13.8M,
 The Revenant,83%, $6.5M,
" Hail, Caesar!",81%, $6.4M,
 Star Wars: Episode VII - The Force Awakens,92%, $6.2M,
 The Choice,8%, $5.2M,
 Ride Along 2,14%, $4.5M,
 The Boy,32%, $3.1M,
,,,
Opening This Week,Release Date,,Trailer
 The Witch, 19/2,,https://www.youtube.com/results?search_query= The Witch
 Risen, 19/2,,https://www.youtube.com/results?search_query= Risen
 Race, 19/2,,https://www.youtube.com/results?search_query= Race
 Embrace Of The Serpent (El Abrazo De La Serpiente), 17/2,,https://www.youtube.com/results?search_query= Embrace Of The Serpent (El Abrazo De La Serpiente)
 Forsaken, 19/2,,https://www.youtube.com/results?search_query= Forsaken
 Gods Of Egypt, 26/2,,https://www.youtube.com/results?search_query= Gods Of Egypt
 Triple 9, 26/2,,https://www.youtube.com/results?search_query= Triple 9
 Eddie The Eagle, 26/2,,https://www.youtube.com/results?search_query= Eddie The Eagle
" Crouching Tiger, Hidden Dragon: Sword of Destiny", 26/2,,"https://www.youtube.com/results?search_query= Crouching Tiger, Hidden Dragon: Sword of Destiny"
 Only Yesterday, 26/2,,https://www.youtube.com/results?search_query= Only Yesterday
